skuVal,title,price,quantity,store,availability,primaryProductId,category,longSku,rollback,productType,storeName,storeAddress,storeCity,strikethrough,upc,usItemId,storePostalCode,storeStateOrProvinceCode,reducedPrice,clearance,wupc
5969391,I Think I Love My Wife (DVD),6.57,Out of stock,1123,NOT_AVAILABLE,4JG41H2ZCI9Y,Home Page/Movies & TV Shows/Movies/Comedy Movies/All Comedy,FOX D2245786D,False,Movies,Seneca Supercenter,1636 Sandifer Blvd,Seneca,True,024543457862,5969391,29678,SC,False,False,0002454345786
19526658,"RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Pair (12,000lb. GVW Capacity)",39.42,Limited stock,1123,AVAILABLE,7DHRA5IVQJXA,Home Page/Auto & Tires/Automotive Tools & Equipment/Automotive Stands and Supports/Ramps,00817739010244,False,Vehicle Ramps,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,817739010244,19526658,29678,SC,False,False,0081773901024
10308443,"Diamond of California Shelled Walnut, 16 oz",7.48,Out of stock,1123,NOT_AVAILABLE,2IEX28XPEVVA,"Home Page/Food/Snacks, Cookies & Chips/Nuts, Trail Mix & Seeds/Nuts",00070450042103,False,Edible Nuts,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,070450042103,10308443,29678,SC,False,False,0007045004210
47230458,,6.25,Unknown,1123,AVAILABLE,5GQAVIUSPTGK,,,False,Salad Dressings,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,,895689597,29678,SC,False,False,
47225082,,26.04,Unknown,1123,AVAILABLE,1UOIRKD8F6ES,,,False,Drink Mixes,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,613008724153,10316348,29678,SC,False,False,0061300872415
240506967,Barbie Camping Fun Hiker Doll,18.84,Out of stock,1123,NOT_AVAILABLE,6WSBVS48EUYT,Home Page/Toys/Dolls & Dollhouses/Fashion Dolls,887961501667,False,Dolls,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,887961501667,240506967,29678,SC,False,False,0088796150166
17473963,Bulldog Hardware 16 gauge x 1-1/4 in. Wire Nails,0.98,Limited stock,1123,AVAILABLE,5GQSPZVOA5OI,Home Page/Industrial & Scientific/Fasteners/Hardware Fasteners/Nails/Finish Nails,00035061109638,False,Hardware Nails,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,035061109638,17473963,29678,SC,False,False,0003506110963
341657536,,5.68,Unknown,1123,AVAILABLE,1OTRS8Z2GUU9,,,False,Nail Clippers,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,042137255700,55243110,29678,SC,False,False,0004213725570
344634678,,1.0,In stock,1123,AVAILABLE,7281N73R85D4,,,False,Hats,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,191730046229,660459411,29678,SC,False,False,0019173004622
23608645,Men's ComfortSoft Waistband Knit Boxer 5-Pack,16.96,Out of stock,1123,NOT_AVAILABLE,6PGM6ZAOMUSN,Home Page/Clothing/Men/Mens Underwear & Undershirts/Mens Boxer Briefs & Trunks,0004393558936,False,Underpants,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,043935589363,23608645,29678,SC,False,False,0004393558936
50644546,Disney Magical Wand Cinderella Doll,33.99,Out of stock,1123,NOT_AVAILABLE,2DEBGGUDV6ZY,Home Page/Toys/Dolls & Dollhouses/Fashion Dolls,00039897995502,False,Dolls,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,039897995502,50644546,29678,SC,False,False,0003989799550
17299868,"Aleenes Original Multi-Purpose Flexible Non-Toxic Non-Washable Tacky Glue, 1 pt Jar, Dries Clear",3.88,In stock,1123,AVAILABLE,73OZMI6CRD61,Home Page/Office/Tape and Glue/All Glue,443024,False,Glue,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,017754156013,17299868,29678,SC,False,False,0001775415601
22794974,"Okuma Cold Water Linecounter Reel, 2+1 Ball Bearings, 5.1:1, 18 lbs/230 yds",93.54,Out of stock,1123,NOT_AVAILABLE,1XKC5NKV5N37,Home Page/Sports & Outdoors/Outdoor Sports/Fishing/Fishing Reels,Farris_OCW-203D,False,Fishing Reels,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,739998119394,22794974,29678,SC,False,False,0073999811939
50908309,Disney Moana Musical Moana of Oceania,19.22,Out of stock,1123,NOT_AVAILABLE,35EJOA09KFIA,Home Page/Toys/Dolls & Dollhouses/Fashion Dolls,B8296,True,Dolls,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,630509479771,50908309,29678,SC,False,False,0063050947977
271468362,WWE Series # 80 Sasha Banks Action Figure,9.84,Out of stock,1123,NOT_AVAILABLE,28J68S1I1U5D,Home Page/Toys/Action Figures/WWE Action Figures,00887961572124,False,Action Figures,Seneca Supercenter,1636 Sandifer Blvd,Seneca,False,887961572124,271468362,29678,SC,False,False,0088796157212
